JD,Magnitude,Magnitude_err,Flux,Flux_err
2457258.89833,11.907,0.02,183.354,3.374
2457264.77548,10.98,0.02,155.548,2.862
2457265.77349,11.001,0.02,152.547,2.807
2457265.90617,12.076,0.02,156.839,2.886
2457266.76989,10.965,0.02,157.77,2.903
2457266.90659,12.048,0.02,160.973,2.962
2457267.7638,11.019,0.02,150.131,2.762
2457267.87704,12.1,0.02,153.387,2.822
2457268.76154,11.04,0.02,147.149,2.708
2457268.87444,12.11,0.02,152.077,2.798
2457269.75872,11.055,0.02,145.137,2.671
2457269.8718,12.124,0.02,150.119,2.762
2457273.86169,11.135,0.02,134.893,2.482
2457273.89309,12.169,0.02,144.016,2.65
2457276.76963,11.18,0.02,129.425,2.381
2457276.90468,12.277,0.02,130.399,2.399
2457277.76708,11.228,0.02,123.837,2.279
2457277.90206,12.235,0.02,135.44,2.492
2457278.76455,11.2,0.02,126.983,2.336
2457278.8937,12.262,0.02,132.182,2.432
2457282.75133,11.3,0.02,115.87,2.132
2457282.88477,12.365,0.02,120.216,2.212
2457283.74956,11.307,0.02,115.111,2.118
2457287.73994,11.342,0.02,111.454,2.051
2457287.89196,12.422,0.02,114.004,2.098
2457288.73706,11.348,0.02,110.875,2.04
2457288.88211,12.467,0.02,109.452,2.014
2457291.89092,12.491,0.02,107.053,1.97
2457292.73689,11.427,0.02,103.068,1.896
2457292.89136,12.502,0.02,105.97,1.95
2457293.72161,11.486,0.02,97.643,1.797
2457293.83463,12.554,0.02,100.954,1.858
2457294.71838,11.482,0.02,97.969,1.803
2457295.86919,12.571,0.02,99.428,1.829
2457303.72183,11.675,0.02,81.99,1.509
2457304.78794,11.697,0.02,80.394,1.479
2457305.81009,11.721,0.02,78.607,1.446
2457306.84042,11.725,0.02,78.317,1.441
2457306.85197,12.813,0.02,79.53,1.463
2457311.85444,12.859,0.02,76.292,1.404
2457312.83519,12.91,0.02,72.732,1.338
2457318.86197,13.01,0.02,66.388,1.222
2457319.83888,13.01,0.02,66.384,1.221
2457319.85894,11.977,0.02,62.123,1.143
2457325.7593,12.101,0.02,55.386,1.019
2457325.77089,13.15,0.02,58.343,1.074
2457329.7479,12.211,0.02,50.08,0.921
2457331.82014,13.244,0.02,53.474,0.984
2457332.761,12.254,0.02,48.129,0.886
2457333.73042,13.278,0.02,51.855,0.954
2457334.75463,12.281,0.02,46.921,0.863
2457337.74182,13.306,0.02,50.512,0.929
2457338.7805,12.377,0.02,42.956,0.79
2457340.70722,13.369,0.02,47.666,0.877
2457341.76682,12.432,0.02,40.852,0.752
2457346.75079,12.496,0.02,38.505,0.708
2457346.80807,13.516,0.02,41.636,0.766
2457347.60035,12.528,0.02,37.389,0.688
2457348.77175,13.491,0.02,42.592,0.784
2457354.7442,12.669,0.02,32.837,0.604
2457356.69372,12.7,0.02,31.912,0.587
2457357.72409,13.691,0.02,35.441,0.652
2457360.66071,12.783,0.02,29.547,0.544
2457361.68875,13.767,0.02,33.037,0.608
2457362.68166,12.833,0.02,28.234,0.52
2457364.70475,12.843,0.02,27.97,0.515
2457367.59247,12.896,0.02,26.636,0.49
2457367.79756,13.875,0.02,29.913,0.55
2457371.69408,13.92,0.02,28.699,0.528
2457371.72403,12.974,0.02,24.793,0.456
2457374.71356,13.015,0.02349,23.864,0.516
2457374.74741,13.95,0.02,27.925,0.514
2457375.63996,13.981,0.02,27.143,0.499
2457376.60378,13.101,0.02289,22.06,0.465
2457376.80556,14.031,0.02,25.923,0.477
2457377.7265,13.981,0.02,27.123,0.499
2457379.69334,14.081,0.02,24.74,0.455
2457379.7012,13.136,0.02269,21.357,0.446
2457381.55509,13.179,0.02247,20.52,0.424
2457384.68686,13.234,0.02225,19.508,0.399
2457384.78981,14.042,0.02,25.646,0.472
2457386.67957,13.301,0.02204,18.346,0.372
2457387.67971,13.292,0.02207,18.492,0.375
2457387.73703,14.138,0.02335,23.485,0.504
2457389.6682,13.331,0.02198,17.85,0.361
2457389.77188,14.18,0.02305,22.582,0.479
2457390.61527,14.226,0.02277,21.655,0.454
2457394.65075,13.467,0.02185,15.742,0.316
2457395.66059,14.149,0.02327,23.234,0.497
2457396.64661,13.496,0.02186,15.33,0.308
2457397.75583,14.317,0.02233,19.904,0.409
2457398.63792,13.509,0.02186,15.15,0.305
2457399.70006,14.289,0.02245,20.431,0.422
2457401.54023,14.321,0.02232,19.836,0.407
2457403.63123,13.61,0.02201,13.798,0.279
2457403.73291,14.314,0.02234,19.965,0.41
2457404.6118,14.359,0.02218,19.156,0.391
2457405.73278,14.451,0.02195,17.608,0.356
2457406.61879,13.681,0.02219,12.923,0.264
2457406.66596,14.642,0.02189,14.758,0.297
2457407.53597,14.259,0.0226,20.998,0.436
2457408.61023,13.681,0.02219,12.922,0.264
2457410.60543,13.671,0.02216,13.046,0.266
2457412.71487,14.409,0.02204,18.3,0.371
2457413.60034,13.793,0.02263,11.665,0.243
2457416.59335,13.855,0.02295,11.018,0.233
2457416.70306,14.622,0.02187,15.039,0.303
2457418.6931,14.504,0.02188,16.769,0.338
2457419.57793,13.911,0.02329,10.463,0.224
2457419.60899,14.677,0.02194,14.298,0.289
2457421.57736,13.919,0.02334,10.385,0.223
2457422.68826,14.664,0.02192,14.467,0.292
2457423.5797,13.959,0.02361,10.003,0.217
2457424.67547,14.73,0.02204,13.609,0.276
2457425.56367,14.002,0.02392,9.622,0.212
2457426.67423,14.675,0.02193,14.318,0.289
2457427.55842,13.991,0.02384,9.719,0.213
2457428.59287,14.505,0.02188,16.738,0.337
2457429.55204,14.184,0.02557,8.135,0.191
2457433.53867,14.157,0.02529,8.337,0.194
2457434.5379,14.145,0.02517,8.432,0.195
2457434.60837,14.771,0.02215,13.112,0.267
2457435.53338,14.181,0.02554,8.154,0.192
2457435.61955,14.909,0.02269,11.538,0.241
2457437.52818,14.044,0.02426,9.251,0.206
2457444.51311,14.163,0.02535,8.292,0.193
2457445.62009,14.903,0.02266,11.609,0.242
2457447.58725,14.84,0.02238,12.306,0.253
2457458.58197,14.93,0.02279,11.321,0.237
2457461.51338,14.546,0.02185,16.131,0.324
2457473.53922,15.126,0.02407,9.456,0.209
2457477.52004,14.848,0.02242,12.21,0.252
2457481.51286,14.951,0.0229,11.104,0.234
2457486.50129,15.116,0.02399,9.543,0.211
2457575.94992,14.252,0.02631,7.643,0.185
2457576.93844,14.283,0.02668,7.424,0.182
2457581.92042,14.196,0.02569,8.044,0.19
2457591.90751,14.148,0.0252,8.406,0.195
2457602.89941,14.012,0.024,9.531,0.21
2457605.86669,14.055,0.02435,9.157,0.205
2457608.86364,13.962,0.02363,9.976,0.217
2457610.87618,13.927,0.02339,10.306,0.222
2457616.83658,14.003,0.02393,9.607,0.212
2457618.83321,13.857,0.02296,10.99,0.232
2457622.82265,13.79,0.02262,11.688,0.243
2457624.93292,14.77,0.02215,13.125,0.267
2457625.92959,14.54,0.02185,16.215,0.326
2457626.92256,14.202,0.02291,22.143,0.467
2457629.80673,13.875,0.02307,10.812,0.229
2457629.90182,14.603,0.02186,15.306,0.308
2457632.80388,13.81,0.02271,11.478,0.24
2457635.86861,13.757,0.02247,12.054,0.249
2457639.77627,13.716,0.02231,12.523,0.257
2457640.88531,14.481,0.0219,17.116,0.345
2457643.91032,14.121,0.02348,23.844,0.515
2457645.87946,14.194,0.02296,22.306,0.471
2457648.74788,13.436,0.02185,16.194,0.326
2457649.86254,14.084,0.02,24.678,0.454
2457650.75255,13.451,0.02185,15.978,0.321
2457650.85916,14.17,0.02312,22.802,0.485
2457653.84094,13.345,0.02195,17.608,0.356
2457653.84857,14.172,0.02311,22.765,0.484
2457655.73636,13.252,0.02219,19.192,0.392
2457655.84528,14.044,0.02,25.596,0.471
2457658.72154,13.081,0.02302,22.475,0.476
2457659.83098,13.84,0.02,30.896,0.568
2457662.82576,13.72,0.02,34.516,0.635
2457663.82242,13.708,0.02,34.893,0.642
2457666.69887,12.464,0.02,39.653,0.73
2457667.81223,13.386,0.02,46.927,0.863
2457669.69245,12.243,0.02,48.59,0.894
2457670.80194,13.166,0.02,57.483,1.058
2457671.68553,12.075,0.02,56.748,1.044
2457673.82427,12.943,0.02,70.579,1.299
2457674.77054,11.852,0.02,69.677,1.282
2457674.79585,12.878,0.02,74.969,1.379
2457681.86081,12.423,0.02,113.905,2.096
2457683.66546,11.262,0.02,119.998,2.208
2457684.78072,12.24,0.02,134.826,2.481
2457686.71291,11.114,0.02,137.53,2.531
2457687.64041,11.022,0.02,149.715,2.755
2457687.7767,12.105,0.02,152.771,2.811
2457690.66179,10.869,0.02,172.354,3.171
2457690.7667,11.905,0.02,183.658,3.379
2457693.7649,10.691,0.02,203.014,3.735
2457695.75166,11.74,0.02,213.761,3.933
2457696.73286,10.631,0.02,214.626,3.949
2457698.82127,11.641,0.02,234.085,4.307
2457699.61028,10.533,0.02,234.841,4.321
2457701.74415,11.601,0.02,242.961,4.47
2457701.80532,10.565,0.02,227.973,4.195
2457704.7656,11.545,0.02,255.91,4.709
2457707.71051,11.53,0.02,259.452,4.774
2457709.63717,10.392,0.02,267.354,4.919
2457710.7877,11.483,0.02,270.92,4.985
2457711.70506,10.408,0.02,263.519,4.849
2457713.63117,10.354,0.02,276.962,5.096
2457713.73641,11.442,0.02,281.276,5.175
2457716.71651,11.384,0.02,296.66,5.459
2457717.72466,10.327,0.02,283.869,5.223
2457718.5767,10.336,0.02,281.452,5.179
2457720.68011,11.363,0.02,302.525,5.566
2457722.72017,10.261,0.02,301.776,5.553
2457724.66006,11.353,0.02,305.41,5.62
2457726.61539,10.297,0.02,291.775,5.369
2457727.69944,11.345,0.02,307.553,5.659
2457728.64112,10.265,0.02,300.665,5.532
2457730.65949,11.366,0.02,301.671,5.551
2457732.83513,11.405,0.02,291.138,5.357
2457735.64889,10.326,0.02,284.257,5.23
2457738.80767,11.432,0.02,283.797,5.222
2457739.70963,10.376,0.02,271.344,4.993
2457740.66846,11.456,0.02,277.607,5.108
2457741.69247,10.407,0.02,263.818,4.854
2457743.64872,10.423,0.02,259.778,4.78
2457743.77232,11.502,0.02,266.119,4.897
2457745.60601,11.564,0.02,251.394,4.626
2457746.61434,10.479,0.02,246.853,4.542
2457746.70602,11.544,0.02,256.114,4.712
2457749.69482,11.636,0.02,235.198,4.328
2457750.61557,10.56,0.02,229.132,4.216
2457752.69557,11.681,0.02,225.633,4.152
2457754.59614,10.651,0.02,210.559,3.874
2457755.7379,11.765,0.02,208.871,3.843
2457757.66378,10.725,0.02,196.785,3.621
2457757.68442,11.844,0.02,194.258,3.574
2457758.57703,11.879,0.02,188.054,3.46
2457759.55741,10.773,0.02,188.165,3.462
2457761.61662,11.924,0.02,180.381,3.319
2457762.64762,10.87,0.02,172.088,3.166
2457764.60864,10.893,0.02,168.52,3.101
2457765.73359,12.007,0.02,167.092,3.074
2457767.596,12.038,0.02,162.438,2.989
2457767.63129,10.968,0.02,157.353,2.895
2457770.62676,11.034,0.02,147.976,2.723
2457771.60317,12.132,0.02,149.04,2.742
2457772.56728,11.055,0.02,145.117,2.67
2457774.56203,11.132,0.02,135.23,2.488
2457774.64454,12.201,0.02,139.819,2.573
2457776.55073,12.247,0.02,134.058,2.467
2457776.60169,11.165,0.02,131.218,2.414
2457778.6008,11.212,0.02,125.658,2.312
2457779.59229,12.305,0.02,127.038,2.338
2457781.57719,11.272,0.02,118.883,2.187
2457781.62919,12.326,0.02,124.549,2.292
2457784.57124,11.314,0.02,114.385,2.105
2457784.60332,12.406,0.02,115.795,2.131
2457787.57386,11.412,0.02,104.529,1.923
2457787.60185,12.444,0.02,111.802,2.057
2457791.55958,11.495,0.02,96.822,1.782
2457791.59586,12.546,0.02,101.764,1.872
2457795.5492,11.58,0.02,89.551,1.648
2457795.62881,12.555,0.02,100.892,1.856
2457797.57628,12.665,0.02,91.175,1.678
2457798.53124,11.601,0.02,87.77,1.615
2457799.65203,12.666,0.02,91.11,1.676
2457800.65299,12.678,0.02,90.132,1.658
2457801.54933,12.708,0.02,87.619,1.612
2457802.52043,11.727,0.02,78.198,1.439
2457804.64436,12.754,0.02,84.021,1.546
2457805.52225,11.761,0.02,75.785,1.394
2457808.63336,12.816,0.02,79.317,1.459
2457816.59538,12.969,0.02,68.928,1.268
2457817.58661,12.974,0.02,68.607,1.262
2457821.59381,12.98,0.02,68.24,1.256
2457825.57867,13.125,0.02,59.672,1.098
2457827.56508,13.123,0.02,59.776,1.1
2457830.56613,13.236,0.02,53.894,0.992
2457833.56344,13.218,0.02,54.798,1.008
2457835.5498,13.227,0.02,54.343,1.0
2457839.5267,13.34,0.02,48.972,0.901
2457844.52288,13.378,0.02,47.296,0.87
2457846.51755,13.462,0.02,43.761,0.805
2457850.50246,13.503,0.02,42.124,0.775
2457852.50016,13.387,0.02,46.907,0.863
2457854.48297,13.43,0.02,45.084,0.83
2457858.47621,13.544,0.02,40.584,0.747
2457942.94658,14.005,0.02395,9.594,0.211
2457945.92368,14.096,0.02471,8.822,0.201
2457953.91842,14.097,0.02472,8.811,0.2
2457957.92368,14.336,0.02734,7.07,0.178
2457960.90067,14.295,0.02682,7.343,0.181
2457967.87674,14.209,0.02583,7.946,0.189
2457969.87362,14.432,0.02866,6.472,0.171
2457970.87008,14.291,0.02678,7.37,0.182
2457979.84677,14.479,0.02937,6.202,0.168
2457981.84046,14.391,0.02808,6.721,0.174
2457983.83262,14.339,0.02738,7.055,0.178
2457983.93198,14.691,0.02196,14.115,0.285
2457985.92871,15.011,0.02325,10.504,0.225
2457994.90156,14.819,0.02231,12.54,0.257
2457999.84673,14.121,0.02494,8.624,0.198
2458001.78171,14.196,0.02569,8.046,0.19
2458005.77387,14.254,0.02634,7.624,0.185
2458007.88238,14.501,0.02188,16.803,0.338
2458009.85931,14.23,0.02606,7.795,0.187
2458011.83081,14.295,0.02682,7.344,0.181
2458011.86809,14.821,0.02231,12.517,0.257
2458013.83165,14.239,0.02616,7.731,0.186
2458014.88526,14.857,0.02245,12.106,0.25
2458017.85736,14.726,0.02203,13.661,0.277
2458018.73927,14.366,0.02774,6.876,0.175
2458019.73699,14.347,0.02748,7.001,0.177
2458021.84562,14.802,0.02225,12.735,0.261
2458022.72646,14.258,0.02638,7.598,0.184
2458028.70814,14.206,0.0258,7.969,0.189
2458028.82279,14.764,0.02213,13.194,0.269
2458032.74525,14.116,0.02489,8.66,0.198
2458032.81189,14.887,0.02258,11.784,0.245
2458033.71757,14.134,0.02507,8.518,0.196
2458035.83156,14.741,0.02207,13.476,0.274
2458036.82941,14.163,0.02535,8.296,0.193
2458037.81056,14.082,0.02458,8.939,0.202
2458040.72857,14.005,0.02395,9.595,0.211
2458040.84167,14.654,0.0219,14.597,0.294
2458043.79771,14.69,0.02196,14.126,0.285
2458045.66313,13.9,0.02322,10.568,0.226
2458046.71234,13.882,0.02311,10.747,0.228
2458047.77763,13.826,0.0228,11.308,0.237
2458074.69542,14.431,0.02199,17.928,0.363
2458074.74096,13.686,0.02221,12.872,0.263
2458076.61586,13.667,0.02215,13.097,0.267
2458076.69291,14.436,0.02198,17.84,0.361
2458079.60657,13.642,0.02208,13.405,0.272
2458079.7712,14.528,0.02186,16.401,0.33
2458080.68014,14.459,0.02193,17.471,0.353
2458081.56196,13.664,0.02214,13.126,0.267
2458082.74243,13.579,0.02195,14.197,0.287
2458082.79174,14.483,0.0219,17.095,0.344
2458084.67206,14.417,0.02202,18.16,0.368
2458084.69442,13.574,0.02194,14.266,0.288
2458085.81685,14.434,0.02198,17.879,0.362
2458087.76104,13.601,0.02199,13.922,0.282
2458088.69021,14.28,0.02249,20.597,0.426
2458092.72215,13.508,0.02186,15.155,0.305
2458092.73306,14.425,0.022,18.026,0.365
2458095.73386,13.468,0.02185,15.734,0.316
2458095.75034,14.199,0.02293,22.202,0.468
2458096.54824,13.456,0.02185,15.911,0.32
2458097.73627,14.315,0.02234,19.947,0.41
2458101.68157,14.044,0.02,25.6,0.471
2458103.52457,13.412,0.02187,16.568,0.333
2458104.71796,13.375,0.0219,17.141,0.345
2458109.70442,13.404,0.02187,16.692,0.336
2458111.6994,13.344,0.02195,17.625,0.356
2458118.59293,13.284,0.02209,18.626,0.379
2458118.75138,14.029,0.02,25.95,0.477
2458119.58711,13.251,0.02219,19.204,0.392
2458120.53329,13.294,0.02206,18.469,0.375
2458121.64413,14.291,0.02244,20.401,0.421
2458122.59296,14.081,0.02,24.738,0.455
2458122.60107,13.239,0.02223,19.417,0.397
2458123.6256,14.029,0.02,25.949,0.477
2458124.66428,14.099,0.02,24.347,0.448
2458125.67641,14.095,0.02,24.421,0.449
2458127.73358,14.071,0.02,24.966,0.459
2458143.59577,13.564,0.02,39.822,0.733
2458146.58606,12.419,0.02,41.341,0.761
2458146.69506,13.371,0.02,47.611,0.876
2458157.55797,11.322,0.02,113.499,2.088
2458158.58931,12.238,0.02,135.17,2.487
2458160.57711,11.974,0.02,172.275,3.17
2458161.53216,10.738,0.02,194.319,3.575
2458162.62076,11.731,0.02,215.608,3.967
2458164.53036,10.395,0.02,266.651,4.906
2458164.63898,11.453,0.02,278.524,5.125
2458165.65001,11.341,0.02,308.553,5.677
2458167.52431,10.049,0.02,366.599,6.745
2458170.51831,9.739,0.02,487.694,8.974
2458171.56832,10.763,0.02,525.574,9.671
2458173.61733,10.631,0.02,593.356,10.918
2458174.51126,9.407,0.02,662.605,12.192
2458182.54037,10.363,0.02,759.636,13.977
2458188.55393,10.296,0.02,808.229,14.871
2458189.57291,10.267,0.02,830.068,15.273
2458198.54607,10.368,0.02,756.112,13.912
2458199.5501,10.366,0.02,757.916,13.946
2458201.55195,10.275,0.02,824.2,15.165
2458203.53852,10.375,0.02,751.295,13.824
2458205.53694,10.404,0.02,731.59,13.461
2458207.52688,10.474,0.02,685.806,12.619
2458208.51502,10.488,0.02,677.352,12.463
2458209.5142,10.824,0.02,496.755,9.14
2458210.51745,10.576,0.02,624.589,11.492
2458212.5159,10.617,0.02,601.437,11.066
2458214.49476,10.666,0.02,574.666,10.574
2458215.49785,10.773,0.02,520.635,9.58
2458216.50132,10.775,0.02,519.885,9.566
2458217.49983,10.766,0.02,524.034,9.642
2458220.48676,10.873,0.02,475.151,8.743
2458223.47906,10.983,0.02,429.262,7.898
2458224.47583,11.005,0.02,420.597,7.739
2458350.92872,13.181,0.02,56.682,1.043
2458359.91316,13.328,0.02,49.509,0.911
2458369.89708,13.471,0.02,43.417,0.799
2458372.88877,13.517,0.02,41.593,0.765
2458375.8782,13.589,0.02,38.95,0.717
2458377.87496,13.485,0.02,42.838,0.788
