JD,Magnitude,Magnitude_err,Flux,Flux_err
2457088.59488,9.117,0.02,865.402,15.923
2457093.56718,9.074,0.02,793.243,14.596
2457093.56752,9.128,0.02,856.851,15.766
2457096.5626,9.054,0.02,808.341,14.873
2457096.56294,9.35,0.02,698.284,12.848
2457099.5553,9.23,0.02,687.742,12.654
2457099.55564,9.312,0.02,722.704,13.298
2457107.53731,9.332,0.02,626.328,11.524
2457107.53764,9.524,0.02,594.723,10.943
2457110.52738,9.581,0.02,564.459,10.386
2457113.51262,9.482,0.02,545.084,10.03
2457114.51426,9.661,0.02,524.392,9.649
2457117.50023,9.727,0.02,493.488,9.08
2457121.49165,9.706,0.02,443.184,8.155
2457121.49194,9.831,0.02,448.329,8.249
2457126.47874,9.962,0.02,397.44,7.313
2457133.45892,10.108,0.02,347.422,6.393
2457206.94651,11.676,0.02,72.221,1.329
2457218.9399,11.89,0.02,67.289,1.238
2457224.91178,12.027,0.02,59.302,1.091
2457224.91201,11.998,0.02,53.706,0.988
2457234.88448,12.16,0.02,52.465,0.965
2457234.88475,11.756,0.02,67.147,1.236
2457247.85021,11.938,0.02,64.346,1.184
2457247.85052,12.354,0.02,38.665,0.711
2457249.85166,12.108,0.02,55.04,1.013
2457249.85198,12.054,0.02,50.995,0.938
2457252.85866,11.404,0.02,105.27,1.937
2457252.85898,11.58,0.02,78.961,1.453
2457258.82487,12.186,0.02,51.241,0.943
2457258.82521,12.062,0.02,50.641,0.932
2457265.13726,12.979,0.02,28.836,0.531
2457265.1376,12.208,0.02,55.139,1.015
2457266.82432,11.883,0.02,67.719,1.246
2457266.82466,11.74,0.02,68.119,1.253
2457267.89804,14.184,nan,-35.733,1.627
2457267.89839,14.188,nan,-35.898,1.621
2457269.91052,14.187,nan,-33.871,1.623
2457269.91086,14.19,nan,-35.128,1.618
2457278.12037,12.46,0.02,46.503,0.856
2457278.12072,12.17,0.02,57.114,1.051
2457278.77623,14.161,nan,-51.063,1.662
2457278.77658,14.146,nan,-61.101,1.685
2457282.77777,14.204,nan,-24.117,1.598
2457282.77811,14.169,nan,-46.531,1.649
2457287.75087,14.171,nan,-44.483,1.646
2457287.75121,14.156,nan,-54.516,1.669
2457288.77412,11.681,0.02,81.547,1.5
2457288.77446,11.914,0.02,58.013,1.067
2457291.80154,11.546,0.02,92.343,1.699
2457291.80187,11.312,0.02,101.069,1.86
2457293.73857,11.635,0.02,85.121,1.566
2457293.7389,11.688,0.02,71.452,1.315
2457294.74955,11.396,0.02,106.027,1.951
2457294.74988,11.635,0.02,75.078,1.381
2457297.80069,11.146,0.02,133.558,2.457
2457297.80101,11.452,0.02,88.798,1.634
2457306.86303,11.019,0.02,150.031,2.761
2457306.86332,11.148,0.02,117.597,2.164
2457310.03056,11.601,0.02,102.584,1.888
2457310.03085,11.402,0.02,115.825,2.131
2457313.75628,10.903,0.02,167.067,3.074
2457313.75656,10.772,0.02,166.151,3.057
2457317.72243,12.57,0.02,35.979,0.662
2457317.72269,12.22,0.02,43.817,0.806
2457319.72999,10.813,0.02,181.362,3.337
2457319.73024,10.838,0.02,156.215,2.874
2457321.99924,11.251,0.02,141.579,2.605
2457321.99948,11.084,0.02,155.345,2.858
2457324.99046,11.22,0.02,145.701,2.681
2457327.79253,10.658,0.02,209.206,3.849
2457327.79275,10.672,0.02,182.11,3.351
2457329.67299,10.733,0.02,195.269,3.593
2457329.6732,10.666,0.02,183.219,3.371
2457333.8106,10.623,0.02,216.135,3.977
2457333.81079,10.63,0.02,189.472,3.486
2457337.75877,10.506,0.02,240.76,4.43
2457337.75894,10.554,0.02,203.099,3.737
2457340.75576,10.55,0.02,231.128,4.253
2457340.75591,10.498,0.02,213.658,3.931
2457342.94192,14.341,nan,-3.349,1.407
2457344.97501,14.354,nan,3.581,1.391
2457344.97514,11.945,0.02,70.243,1.292
2457348.68599,10.607,0.02,219.434,4.038
2457348.6861,10.566,0.02,200.997,3.698
2457353.82865,10.484,0.02,216.628,3.986
2457355.7662,10.599,0.02,221.043,4.067
2457355.76627,10.584,0.02,197.422,3.633
2457357.79752,10.568,0.02,227.269,4.182
2457357.79757,10.59,0.02,196.308,3.612
2457361.73634,10.631,0.02,214.482,3.946
2457361.73637,10.506,0.02,212.42,3.909
2457363.56138,10.458,0.02,221.868,4.082
2457365.78037,10.879,0.02,170.751,3.142
2457365.78038,10.61,0.02,192.949,3.55
2457370.80487,10.6,0.02,194.843,3.585
2457370.8049,10.582,0.02,224.401,4.129
2457374.79876,10.36,0.02,242.629,4.464
2457374.79881,10.53,0.02,235.489,4.333
2457376.59778,10.364,0.02,241.765,4.448
2457376.59784,10.448,0.02,253.867,4.671
2457377.80391,10.342,0.02,246.958,4.544
2457377.80398,10.57,0.02,226.954,4.176
2457378.77054,10.373,0.02,272.19,5.008
2457379.66194,10.21,0.02,278.688,5.128
2457379.66202,10.374,0.02,271.766,5.0
2457383.79114,10.151,0.02,294.652,5.422
2457383.79124,10.271,0.02,298.776,5.497
2457384.5574,10.018,0.02,332.941,6.126
2457384.55751,10.146,0.02,335.243,6.168
2457385.79149,10.016,0.02,333.216,6.131
2457385.79161,10.242,0.02,306.941,5.648
2457386.67325,9.96,0.02,350.757,6.454
2457386.67337,10.038,0.02,370.32,6.814
2457390.75446,9.658,0.02,463.287,8.524
2457390.7546,9.824,0.02,450.944,8.297
2457395.73876,9.248,0.02,675.866,12.436
2457395.73893,9.446,0.02,638.76,11.753
2457397.75676,9.17,0.02,726.609,13.37
2457397.75693,9.273,0.02,749.355,13.788
2457399.75001,9.024,0.02,830.785,15.286
2457399.7502,9.171,0.02,823.263,15.148
2457403.74137,8.92,0.02,915.478,16.845
2457403.74157,9.041,0.02,928.211,17.079
2457404.58878,8.806,0.02,1015.901,18.693
2457404.58899,9.031,0.02,936.087,17.224
2457406.75906,9.087,0.02,976.894,17.975
2457406.75928,9.27,0.02,877.793,16.151
2457408.67472,8.81,0.02,1012.19,18.624
2457408.67495,8.942,0.02,1016.549,18.704
2457410.71579,8.802,0.02,1020.316,18.774
2457410.71603,8.899,0.02,1057.946,19.466
2457412.71476,8.667,0.02,1155.43,21.26
2457412.71501,8.811,0.02,1146.692,21.099
2457413.7971,8.952,0.02,1106.185,20.354
2457413.79735,9.018,0.02,1107.445,20.377
2457415.78252,8.857,0.02,1207.138,22.211
2457415.78279,8.928,0.02,1203.611,22.146
2457416.70262,8.45,0.02,1409.036,25.926
2457416.70288,8.718,0.02,1249.332,22.988
2457416.70417,8.724,0.02,1242.703,22.866
2457418.62932,8.428,0.02,1438.498,26.468
2457418.62959,8.67,0.02,1306.336,24.037
2457419.71513,8.634,0.02,1482.578,27.279
2457419.71541,8.839,0.02,1306.328,24.036
2457420.69262,8.364,0.02,1525.795,28.075
2457420.6929,8.597,0.02,1396.758,25.7
2457421.71198,8.808,0.02,1263.695,23.252
2457421.71226,8.95,0.02,1178.764,21.689
2457422.68728,8.306,0.02,1609.957,29.623
2457422.68756,8.567,0.02,1435.704,26.417
2457423.63874,8.332,0.02,1572.618,28.936
2457423.63903,8.631,0.02,1353.766,24.909
2457424.76239,8.761,0.02,1319.025,24.27
2457424.76268,8.735,0.02,1436.888,26.439
2457426.66507,8.352,0.02,1544.634,28.421
2457426.66537,8.457,0.02,1589.317,29.243
2457428.65393,8.304,0.02,1612.129,29.663
2457428.65423,8.469,0.02,1570.824,28.903
2457436.64498,8.398,0.02,1478.635,27.207
2457436.6453,8.612,0.02,1376.998,25.337
2457438.7201,8.855,0.02,1209.533,22.255
2457438.72042,8.857,0.02,1284.276,23.631
2457440.60155,8.496,0.02,1350.735,24.854
2457440.60188,8.731,0.02,1234.259,22.71
2457442.63074,8.568,0.02,1265.387,23.283
2457442.63107,8.766,0.02,1195.276,21.993
2457445.61687,8.594,0.02,1234.425,22.713
2457445.61721,8.821,0.02,1136.247,20.907
2457446.52982,8.596,0.02,1232.591,22.68
2457446.53015,8.824,0.02,1133.107,20.849
2457452.60207,8.71,0.02,1109.55,20.416
2457452.60241,8.924,0.02,1033.603,19.018
2457458.57355,8.776,0.02,1045.236,19.232
2457458.57389,9.026,0.02,941.245,17.319
2457461.56725,8.838,0.02,985.807,18.139
2457461.56759,9.029,0.02,938.108,17.261
2457466.5529,9.112,0.02,767.016,14.113
2457466.55324,9.344,0.02,701.973,12.916
2457468.5498,9.14,0.02,747.209,13.749
2457468.55014,9.235,0.02,775.975,14.278
2457470.52767,9.176,0.02,722.682,13.297
2457470.528,9.312,0.02,722.881,13.301
2457479.51169,9.344,0.02,619.524,11.399
2457479.512,9.532,0.02,590.429,10.864
2457481.50596,9.38,0.02,598.681,11.016
2457481.50627,9.6,0.02,554.584,10.204
2457486.49393,9.486,0.02,543.062,9.992
2457486.49422,9.681,0.02,514.506,9.467
2457585.94099,11.441,0.02,101.77,1.873
2457585.9412,11.722,0.02,69.237,1.274
2457586.913,11.561,0.02,91.068,1.676
2457586.91321,11.854,0.02,61.296,1.128
2457589.91802,11.493,0.02,96.981,1.784
2457589.91825,11.572,0.02,79.542,1.464
2457592.91137,11.798,0.02,73.234,1.348
2457592.91161,11.534,0.02,82.43,1.517
2457599.89059,11.748,0.02,76.721,1.412
2457599.89085,11.622,0.02,75.956,1.398
2457605.87873,11.696,0.02,80.452,1.48
2457605.87902,12.046,0.02,51.367,0.945
2457607.87546,11.709,0.02,79.493,1.463
2457607.87575,11.71,0.02,70.004,1.288
2457609.89442,11.808,0.02,72.543,1.335
2457609.89473,11.83,0.02,62.721,1.154
2457616.85178,11.781,0.02,74.361,1.368
2457616.8521,11.89,0.02,59.337,1.092
2457618.84643,11.731,0.02,77.872,1.433
2457618.84676,11.996,0.02,53.781,0.99
2457629.83908,11.743,0.02,77.07,1.418
2457629.83942,11.824,0.02,63.022,1.16
2457636.79283,11.701,0.02,80.114,1.474
2457636.79317,11.84,0.02,62.093,1.143
2457646.11124,13.914,0.02242,12.182,0.251
2457646.11158,12.104,0.02,60.708,1.117
2457647.76356,11.737,0.02,77.484,1.426
2457647.76391,11.778,0.02,65.828,1.211
2457650.76504,11.666,0.02,82.707,1.522
2457650.76538,11.582,0.02,78.784,1.45
2457659.76503,11.528,0.02,93.868,1.727
2457659.76536,11.496,0.02,85.353,1.57
2457661.83771,11.282,0.02,117.845,2.168
2457661.83803,11.522,0.02,83.321,1.533
2457664.77165,11.3,0.02,115.891,2.132
2457664.77197,11.54,0.02,81.842,1.506
2457668.71247,11.223,0.02,124.405,2.289
2457668.71278,11.336,0.02,98.79,1.818
2457671.70007,11.154,0.02,132.488,2.438
2457671.70037,11.318,0.02,100.456,1.848
2457674.79316,11.026,0.02,149.162,2.745
2457674.79345,10.924,0.02,144.446,2.658
2457676.02648,11.513,0.02,111.247,2.047
2457676.02675,11.236,0.02,134.974,2.484
2457683.87384,10.706,0.02,200.227,3.684
2457683.8741,10.636,0.02,188.191,3.463
2457684.75339,10.646,0.02,211.567,3.893
2457684.75365,10.564,0.02,201.116,3.701
2457687.73534,10.58,0.02,224.867,4.138
2457687.73558,10.506,0.02,212.286,3.906
2457690.74136,10.622,0.02,216.335,3.981
2457690.74159,10.466,0.02,220.187,4.051
2457694.78961,14.218,nan,-14.814,1.577
2457694.78982,14.23,nan,-12.448,1.56
2457697.01477,10.926,0.02,190.806,3.511
2457697.01496,10.695,0.02,222.096,4.087
2457699.62715,10.573,0.02,226.363,4.165
2457699.62733,10.5,0.02,213.27,3.924
2457700.72274,10.406,0.02,264.052,4.859
2457700.72292,10.362,0.02,242.462,4.461
2457703.95322,10.822,0.02,210.194,3.868
2457703.95339,10.611,0.02,240.038,4.417
2457704.62662,10.415,0.02,261.71,4.815
2457704.62678,10.364,0.02,241.812,4.449
2457706.94506,10.851,0.02,204.665,3.766
2457706.94521,10.625,0.02,236.926,4.359
2457708.66681,10.332,0.02,249.363,4.588
2457710.76722,10.435,0.02,256.977,4.728
2457710.76734,10.232,0.02,273.348,5.03
2457713.77441,10.315,0.02,287.099,5.283
2457713.77452,10.246,0.02,269.805,4.964
2457716.734,10.311,0.02,287.953,5.298
2457716.73409,10.268,0.02,264.455,4.866
2457724.66184,10.259,0.02,302.273,5.562
2457724.66188,10.112,0.02,304.999,5.612
2457726.54312,10.288,0.02,294.253,5.414
2457726.54316,10.168,0.02,289.971,5.335
2457729.69644,10.196,0.02,320.124,5.89
2457729.69645,10.078,0.02,314.604,5.789
2457737.87551,10.304,0.02,318.474,5.86
2457737.87555,10.527,0.02,275.828,5.075
2457738.55797,10.006,0.02,336.471,6.191
2457738.55801,10.197,0.02,319.831,5.885
2457742.56344,9.89,0.02,374.067,6.883
2457742.56351,10.059,0.02,363.406,6.687
2457745.68383,9.8,0.02,406.62,7.482
2457745.68392,9.944,0.02,403.776,7.429
2457753.76878,9.398,0.02,589.114,10.84
2457753.76891,9.655,0.02,527.344,9.703
2457756.86238,9.525,0.02,652.984,12.015
2457756.86252,9.753,0.02,562.747,10.355
2457759.79447,9.339,0.02,774.606,14.253
2457759.79463,9.531,0.02,690.621,12.707
2457763.7959,9.196,0.02,883.99,16.265
2457763.79608,9.426,0.02,760.017,13.984
2457766.65866,8.83,0.02,993.867,18.287
2457767.5535,8.702,0.02,1117.905,20.569
2457767.55371,8.922,0.02,1034.963,19.043
2457771.73302,8.476,0.02,1376.647,25.33
2457771.73324,8.674,0.02,1301.107,23.94
2457774.63678,8.354,0.02,1539.968,28.335
2457774.63702,8.605,0.02,1386.515,25.512
2457786.71585,8.623,0.02,1498.685,27.576
2457786.71613,8.54,0.02,1719.764,31.644
2457788.73188,8.619,0.02,1503.206,27.659
2457788.73217,8.526,0.02,1742.198,32.056
2457789.68248,8.088,0.02,1967.818,36.208
2457789.68277,8.359,0.02,1739.275,32.003
2457792.67279,8.148,0.02,1863.827,34.294
2457792.67309,8.377,0.02,1710.627,31.476
2457796.63213,8.21,0.02,1760.148,32.387
2457796.63244,8.376,0.02,1711.378,31.489
2457798.60137,8.143,0.02,1869.913,34.406
2457798.60168,8.356,0.02,1744.155,32.092
2457800.73124,8.615,0.02,1508.56,27.758
2457800.73156,8.536,0.02,1726.441,31.767
2457805.5796,8.194,0.02,1783.996,32.826
2457805.57993,8.402,0.02,1670.916,30.745
2457808.6303,8.184,0.02,1801.026,33.139
2457808.63063,8.379,0.02,1706.783,31.405
2457819.59664,8.394,0.02,1483.778,27.302
2457819.59699,8.56,0.02,1444.891,26.586
2457822.57546,8.574,0.02,1426.232,26.243
2457824.58222,8.433,0.02,1433.356,26.374
2457824.58257,8.691,0.02,1280.475,23.561
2457826.54078,8.446,0.02,1416.693,26.067
2457826.54112,8.625,0.02,1361.258,25.047
2457829.56187,8.482,0.02,1369.049,25.19
2457829.56221,8.694,0.02,1276.789,23.493
2457831.55596,8.528,0.02,1313.687,24.172
2457831.5563,8.702,0.02,1267.548,23.323
2457832.55484,8.552,0.02,1284.256,23.63
2457832.55518,8.71,0.02,1258.473,23.156
2457833.55387,8.584,0.02,1245.765,22.922
2457833.5542,8.77,0.02,1190.706,21.909
2457834.54497,8.538,0.02,1300.987,23.938
2457834.5453,8.809,0.02,1149.396,21.149
2457836.54328,8.64,0.02,1184.344,21.792
2457836.54361,8.814,0.02,1143.804,21.046
2457837.5222,8.626,0.02,1199.705,22.075
2457837.52253,8.88,0.02,1076.314,19.804
2457840.53284,8.61,0.02,1216.05,22.375
2457840.53317,8.832,0.02,1124.879,20.698
2457845.49879,8.68,0.02,1140.232,20.98
2457845.4991,8.913,0.02,1044.458,19.218
2457848.49699,8.72,0.02,1099.376,20.229
2457848.4973,9.047,0.02,923.015,16.983
2457851.49337,8.828,0.02,996.427,18.334
2457851.49367,9.072,0.02,901.729,16.592
2457853.48784,8.89,0.02,939.78,17.292
2457853.48813,9.125,0.02,858.941,15.805
2457945.92995,11.359,0.02,109.719,2.019
2457945.93014,11.44,0.02,89.816,1.653
2457960.90389,11.836,0.02,70.695,1.301
2457960.90414,11.898,0.02,58.895,1.084
2457966.89098,11.895,0.02,66.992,1.233
2457970.87794,12.359,0.02,43.694,0.804
2457970.87823,12.074,0.02,50.043,0.921
2457974.86801,12.271,0.02,47.38,0.872
2457974.86831,12.668,0.02,28.968,0.533
2457979.89244,12.077,0.02,56.617,1.042
2457982.84503,12.573,0.02,35.866,0.66
2457982.84535,14.261,nan,3.678,1.515
2457983.87833,12.067,0.02,57.177,1.052
2457983.87865,12.402,0.02,37.041,0.682
2457998.13144,14.35,nan,2.751,1.396
2457998.13178,13.248,0.02264,21.159,0.441
2458000.80348,12.341,0.02,44.418,0.817
2458000.80383,13.892,0.02414,9.381,0.208
2458004.79036,12.376,0.02,43.001,0.791
2458004.79071,12.812,0.02,25.392,0.467
2458008.8027,12.38,0.02,42.864,0.789
2458008.80305,13.048,0.02245,20.44,0.422
2458010.7809,12.687,0.02,32.294,0.594
2458010.78125,14.242,nan,-6.745,1.543
2458012.78551,12.373,0.02,43.137,0.794
2458012.78586,11.944,0.02,56.483,1.039
2458014.81817,12.528,0.02,37.387,0.688
2458014.81851,12.714,0.02,27.792,0.511
2458017.78383,12.32,0.02,45.292,0.833
2458017.78417,12.986,0.02277,21.629,0.453
2458019.83034,12.194,0.02,50.829,0.935
2458019.83068,12.462,0.02,35.017,0.644
2458027.06832,12.492,0.02,42.435,0.781
2458029.72662,11.783,0.02,74.275,1.367
2458029.72695,11.888,0.02,59.481,1.094
2458033.7277,11.942,0.02,64.157,1.18
2458035.73668,11.981,0.02,61.847,1.138
2458035.73697,12.606,0.02,30.665,0.564
2458039.81039,11.796,0.02,73.37,1.35
2458039.81068,11.52,0.02,83.449,1.535
2458042.7027,11.765,0.02,75.471,1.389
2458042.70298,11.788,0.02,65.126,1.198
2458081.68705,10.898,0.02,167.811,3.088
2458081.68714,10.8,0.02,162.018,2.981
2458083.67325,10.952,0.02,159.624,2.937
2458083.67333,10.818,0.02,159.307,2.931
2458084.56197,11.176,0.02,129.883,2.39
2458084.56204,10.776,0.02,165.544,3.046
2458085.58659,11.081,0.02,141.731,2.608
2458085.58665,10.864,0.02,152.772,2.811
2458086.66747,10.851,0.02,175.143,3.223
2458086.66753,10.792,0.02,163.267,3.004
2458095.74361,11.013,0.02,150.843,2.776
2458095.74362,10.64,0.02,187.614,3.452
2458097.70462,10.712,0.02,175.755,3.234
2458097.70462,10.969,0.02,157.104,2.891
2458103.68089,10.688,0.02,179.525,3.303
2458103.68093,11.071,0.02,143.101,2.633
2458108.53229,10.69,0.02,179.101,3.295
2458108.53236,10.905,0.02,166.68,3.067
2458110.89784,10.872,0.02,188.798,3.474
2458121.86954,10.572,0.02,248.898,4.58
2458130.84349,10.103,0.02,383.139,7.05
2458134.76452,9.999,0.02,421.671,7.759
2458135.76452,9.968,0.02,433.969,7.985
2458141.74733,9.771,0.02,520.498,9.577
2458143.74415,9.621,0.02,597.305,10.99
2458143.7444,9.809,0.02,534.297,9.831
2458145.76396,9.592,0.02,613.906,11.296
2458148.78068,9.484,0.02,678.067,12.476
2458148.78095,9.658,0.02,614.362,11.304
2458170.63643,8.84,0.02,984.801,18.12
2458170.63676,9.096,0.02,881.871,16.226
2458172.56851,8.846,0.02,979.464,18.022
2458172.56884,9.243,0.02,770.701,14.181
2458178.60936,9.004,0.02,847.245,15.589
2458178.6097,9.285,0.02,741.19,13.638
2458190.59134,8.896,0.02,934.428,17.193
2458190.59168,9.291,0.02,737.394,13.568
2458192.56196,8.922,0.02,913.708,16.812
2458192.5623,9.135,0.02,851.005,15.658
2458194.56008,8.888,0.02,942.172,17.336
2458194.56042,9.213,0.02,791.741,14.568
2458196.5509,8.94,0.02,897.742,16.518
2458196.55124,9.144,0.02,844.202,15.533
2458198.55148,8.968,0.02,875.634,16.112
2458198.55181,9.279,0.02,744.98,13.708
2458211.51325,9.086,0.02,785.247,14.449
2458211.51357,9.501,0.02,607.647,11.181
2458223.47654,9.394,0.02,591.007,10.875
2458223.47682,9.577,0.02,566.46,10.423
2458308.94481,11.206,0.02,111.313,2.048
2458309.93353,11.166,0.02,131.066,2.412
2458309.9337,11.25,0.02,106.912,1.967
2458313.9337,11.271,0.02,118.961,2.189
2458313.9339,11.59,0.02,78.221,1.439
2458319.90996,11.187,0.02,128.509,2.365
2458319.91019,11.348,0.02,97.765,1.799
2458328.9044,11.314,0.02,114.419,2.105
2458328.90467,11.686,0.02,71.619,1.318
2458331.89389,11.398,0.02,105.832,1.947
2458331.89416,11.788,0.02,65.178,1.199
2458340.87153,11.759,0.02,75.941,1.397
2458340.87184,11.996,0.02,53.795,0.99
2458343.86536,12.114,0.02,48.297,0.889
2458350.84604,12.356,0.02,38.612,0.71
2458352.83863,11.711,0.02,79.332,1.46
2458352.83896,12.678,0.02,28.734,0.529
2458359.86397,11.664,0.02,82.891,1.525
2458359.86432,12.11,0.02,48.439,0.891
2458361.13434,13.495,0.02188,16.854,0.339
2458366.90322,11.504,0.02,96.05,1.767
2458366.90356,12.306,0.02,40.427,0.744
2458369.86859,12.734,0.02,27.295,0.502
2458369.86951,11.788,0.02,73.882,1.359
2458371.8089,11.81,0.02,72.404,1.332
2458371.80925,13.308,0.02185,16.083,0.323
2458378.11773,13.001,0.02,26.564,0.489
2458392.06618,14.304,nan,-16.9,1.457
2458392.06651,12.355,0.02,48.143,0.886
2458394.11548,14.32,nan,-8.643,1.436
2458406.06413,11.771,0.02,82.463,1.517
2458414.03519,12.68,0.02,37.979,0.699
2458414.03546,11.541,0.02,101.898,1.875
2458419.01673,12.537,0.02,43.337,0.797
2458419.01696,11.51,0.02,104.889,1.93
2458436.94019,12.36,0.02,50.974,0.938
2458442.92466,11.506,0.02,111.999,2.061
2458442.92605,11.032,0.02,162.921,2.998
2458449.96633,12.202,0.02,58.989,1.085
2458449.96641,11.136,0.02,148.072,2.725
2458451.95904,11.37,0.02,126.951,2.336
