JD,Magnitude,Magnitude_err,Flux,Flux_err
2458056.80682,7.869,0.02,2532.475,46.598
2458072.72766,8.26,0.02,1905.945,35.069
2458072.72799,7.981,0.02,2283.187,42.011
2458074.83497,8.09,0.02,2228.335,41.001
2458074.83531,7.834,0.02,2614.579,48.108
2458076.70375,8.302,0.02,1832.347,33.715
2458076.7041,7.952,0.02,2345.993,43.166
2458077.746,8.195,0.02,2022.315,37.211
2458077.74635,7.963,0.02,2323.311,42.749
2458080.66804,8.305,0.02,1828.468,33.644
2458080.66839,8.026,0.02,2191.775,40.329
2458081.7265,8.231,0.02,1955.841,35.987
2458081.72685,7.971,0.02,2306.089,42.432
2458083.78819,8.152,0.02,2105.022,38.732
2458083.78856,7.938,0.02,2376.841,43.734
2458084.65328,8.37,0.02,1721.88,31.683
2458084.65364,8.224,0.02,1825.794,33.595
2458085.80111,8.37,0.02,1720.946,31.665
2458085.80148,8.001,0.02,2242.819,41.268
2458085.80239,8.64,0.02,1342.667,24.705
2458087.63958,8.456,0.02,1590.289,29.261
2458087.63995,7.994,0.02,2257.588,41.54
2458088.86216,8.413,0.02,1654.012,30.434
2458088.86252,8.06,0.02,2123.659,39.075
2458091.80529,8.325,0.02,1794.573,33.02
2458091.80566,8.055,0.02,2134.042,39.266
2458095.83009,8.362,0.02,1733.728,31.901
2458095.83047,7.996,0.02,2252.05,41.438
2458097.75179,8.306,0.02,1826.593,33.609
2458097.75216,8.124,0.02,2001.374,36.825
2458101.72776,8.429,0.02,1629.983,29.992
2458101.72813,8.182,0.02,1898.203,34.927
2458104.76685,8.466,0.02,1576.453,29.007
2458104.76722,8.064,0.02,2115.302,38.922
2458107.73182,8.426,0.02,1634.354,30.072
2458107.73378,8.118,0.02,2013.16,37.042
2458109.78439,8.513,0.02,1509.088,27.767
2458109.78635,7.937,0.02,2378.782,43.77
2458111.66633,8.188,0.02,1888.15,34.742
2458117.70015,8.54,0.02,1471.555,27.077
2458119.76472,8.516,0.02,1504.994,27.692
2458119.76507,8.229,0.02,1818.431,33.459
2458120.80237,8.704,0.02,1265.636,23.288
2458120.80272,8.258,0.02,1769.716,32.563
2458123.78751,8.583,0.02,1414.841,26.033
2458123.78785,8.202,0.02,1862.584,34.272
2458124.78365,8.541,0.02,1471.314,27.072
2458124.78399,8.175,0.02,1909.554,35.136
2458125.78752,8.583,0.02,1414.557,26.028
2458125.78785,8.175,0.02,1910.524,35.154
2458127.79812,8.623,0.02,1364.169,25.101
2458127.79845,8.249,0.02,1784.324,32.832
2458128.79814,8.747,0.02,1216.567,22.385
2458128.79847,8.27,0.02,1751.044,32.219
2458144.81753,8.691,0.02,1281.363,23.577
2458144.8178,8.208,0.02,1853.991,34.113
2458145.82075,8.879,0.02,1076.878,19.815
2458145.821,8.263,0.02,1760.924,32.401
2458146.7332,8.634,0.02,1349.346,24.828
2458146.73345,8.243,0.02,1794.921,33.027
2458153.75567,8.881,0.02,1075.462,19.788
2458153.75589,8.302,0.02,1698.956,31.261
2458157.76077,8.61,0.02,1380.188,25.395
2458157.76096,8.191,0.02,1883.074,34.649
2458158.69644,8.587,0.02,1410.234,25.948
2458158.69663,8.232,0.02,1813.421,33.367
2458161.55556,8.517,0.02,1503.699,27.668
2458161.55574,8.183,0.02,1895.524,34.878
2458163.57348,8.709,0.02,1259.537,23.175
2458163.57364,8.183,0.02,1896.369,34.893
2458165.56797,8.545,0.02,1465.275,26.961
2458165.56812,8.093,0.02,2060.43,37.912
2458167.63687,8.603,0.02,1388.839,25.555
2458167.637,8.293,0.02,1714.111,31.54
2458168.64676,8.589,0.02,1407.093,25.891
2458168.64689,8.2,0.02,1866.885,34.351
2458170.67214,8.635,0.02,1348.314,24.809
2458170.67226,8.215,0.02,1841.776,33.889
2458172.60925,8.564,0.02,1440.358,26.503
2458173.7114,8.655,0.02,1324.23,24.366
2458173.7115,8.238,0.02,1802.603,33.168
2458174.65301,9.036,0.02,932.603,17.16
2458176.69715,8.725,0.02,1241.586,22.845
2458179.72852,9.556,0.02,577.446,10.625
2458180.59436,8.886,0.02,1069.927,19.687
2458180.59442,8.221,0.02,1830.894,33.688
2458182.56601,8.808,0.02,1149.702,21.155
2458182.56606,8.312,0.02,1684.582,30.996
2458183.51826,8.744,0.02,1220.026,22.448
2458183.51829,8.304,0.02,1696.598,31.217
2458186.60504,8.89,0.02,1066.308,19.62
2458188.56744,8.77,0.02,1191.112,21.916
2458189.69907,8.429,0.02,1511.18,27.806
2458189.69908,9.09,0.02,887.211,16.325
2458190.7072,9.301,0.02,730.096,13.434
2458191.7027,9.394,0.02,670.279,12.333
2458192.69657,9.343,0.02,702.678,12.929
2458193.68774,9.205,0.02,797.929,14.682
2458194.69465,9.328,0.02,712.213,13.105
2458195.69004,9.09,0.02,887.295,16.326
2458196.68912,8.725,0.02,1151.125,21.181
2458196.68918,9.278,0.02,746.173,13.73
2458197.6855,9.378,0.02,680.216,12.516
2458198.68458,9.219,0.02,787.72,14.494
2458200.67883,9.333,0.02,709.042,13.046
2458201.67407,9.383,0.02,677.099,12.459
2458203.66432,8.497,0.02,1420.331,26.134
2458203.66442,9.325,0.02,714.181,13.141
2458205.65834,8.47,0.02,1455.772,26.786
2458205.65845,9.365,0.02,688.199,12.663
2458206.62153,9.04,0.02,928.658,17.087
2458207.50837,8.99,0.02,972.413,17.892
2458208.65741,9.763,0.02,477.24,8.781
2458209.63114,9.209,0.02,795.051,14.629
2458210.64513,9.295,0.02,734.219,13.51
2458211.64493,9.398,0.02,668.1,12.293
2458212.64477,9.524,0.02,594.57,10.94
2458213.6412,8.619,0.02,1269.256,23.354
2458213.64136,9.723,0.02,495.283,9.113
2458214.63391,8.577,0.02,1319.158,24.273
2458214.63407,9.683,0.02,513.637,9.451
2458216.63209,8.503,0.02,1411.949,25.98
2458216.63226,9.329,0.02,712.011,13.101
2458224.60611,8.611,0.02,1277.995,23.515
2458224.60633,9.228,0.02,781.454,14.379
2458227.60007,9.69,0.02,510.249,9.389
2458227.60112,8.646,0.02,1237.921,22.778
2458230.59038,8.487,0.02,1433.759,26.381
2458230.59064,9.344,0.02,702.073,12.918
2458233.57996,8.51,0.02,1403.738,25.829
2458233.58023,9.68,0.02,514.895,9.474
2458235.57458,8.477,0.02,1446.809,26.621
2458235.57485,10.834,0.02,177.958,3.274
2458236.49637,8.576,0.02,1320.702,24.301
2458236.49664,9.239,0.02,773.585,14.234
2458238.51067,8.452,0.02,1480.191,27.236
2458238.51096,9.228,0.02,781.242,14.375
2458241.54467,8.414,0.02,1532.941,28.206
2458241.54496,9.202,0.02,799.744,14.715
2458263.48764,8.375,0.02,1588.868,29.235
2458263.488,9.02,0.02,945.629,17.4
2458264.47987,8.436,0.02,1502.51,27.646
2458264.48023,9.108,0.02,872.397,16.052
2458339.93282,7.998,0.02,2425.777,44.634
2458342.92202,8.125,0.02,2001.204,36.822
2458342.92221,8.044,0.02,2325.113,42.782
2458350.92121,8.14,0.02,1972.24,36.289
2458355.88919,8.094,0.02,2058.826,37.882
2458355.88932,8.073,0.02,2262.236,41.625
2458356.88576,8.145,0.02,1964.446,36.146
2458367.87701,8.071,0.02,2101.807,38.673
2458367.87706,7.91,0.02,2629.747,48.387
2458368.87358,8.061,0.02,2120.995,39.026
2458368.87362,7.983,0.02,2458.827,45.242
2458372.86454,8.019,0.02,2204.959,40.571
2458372.86456,7.962,0.02,2507.048,46.13
2458375.85398,7.906,0.02,2640.331,48.582
2458375.85399,8.033,0.02,2177.932,40.074
2458376.86125,7.905,0.02,2642.865,48.629
2458376.86126,8.105,0.02,2038.393,37.506
2458383.83425,7.859,0.02,2757.181,50.732
2458383.83431,7.89,0.02,2484.456,45.714
2458385.82831,7.891,0.02,2675.218,49.224
2458385.82838,7.93,0.02,2393.785,44.046
